Key,English,Simplified_Chinese
PROPQUEST_SCENARIO_INC_000322,Hmm... This is exactly what I expected. I will study these some more but before you go please...,嗯……这正是我所期望的。我会再研究一下这些，但在你离开之前，请...
PROPQUEST_SCENARIO_INC_000323,"...you should be very, very careful. I am almost sure that the assassins that tried to kill me will come after you.",...你应该非常非常小心。我几乎可以肯定，试图杀死我的刺客会来找你。
PROPQUEST_SCENARIO_INC_000324,"Please bring me 5 rocks from each continent - Flaris, Darkon, and Saint Morning. Good luck!",帕里、达肯、晨光到这3个大陆的祭团，找5个岩石回来，拜托你了!
PROPQUEST_SCENARIO_INC_000325,There are ancient altars on each continent. Please bring me 5 rocks from each contient.,3个大陆里，有古代的祭团。请帮我到各大陆的祭团，找5个岩石回来。
PROPQUEST_SCENARIO_INC_000327,Plot Begins,阴谋的开始
PROPQUEST_SCENARIO_INC_000328,"This is evidence that the continents were once one land mass. I am trusting you with this information because, well...",这证明大陆曾经是一整块陆地。我把这些信息托付给你，因为……
PROPQUEST_SCENARIO_INC_000329,...we are in the same boat now. We are in danger together. Would you go through with me to the end?,……我们现在是同一条船上的人了。我们共同面临危险。你愿意和我一起走到最后吗？
PROPQUEST_SCENARIO_INC_000330,Okay. Now please deliver this to Gothante. He is the chairman of the History Society in Saint City. Do not forget to be aware of the assasins.,好，现在到晨光的历史协会，找一个叫做扎森特的人之后，把这个交给他。在路上可能会遇到想要暗杀你的人，所以要多注意喔!!
PROPQUEST_SCENARIO_INC_000331,"I do not want to force you, but never forget that you are in danger.",你真的不想帮我的话，那也没办法了..但是，你要记住，你已经有危险了。
PROPQUEST_SCENARIO_INC_000332,This... This is... Bubble protect us. Martinyc has finally crossed the line. It is about time.,这……这是……波卜尔在保护我们。玛缇雅克终于越界了。是时候了。
PROPQUEST_SCENARIO_INC_000333,Thank you very much. Take this letter of recommendation and visit Hachal in Darkon 1.,非常感谢你。拿着这个推荐信去达肯1拜访哈查尔吧。
PROPQUEST_SCENARIO_INC_000334,I am sure he can help you. Take care!,那个人应该可以帮我们的!那就拜托你了..
PROPQUEST_SCENARIO_INC_000335,Do you want to know about the true history of Madrigal? Then I am the man to talk to.,想要知道历史吗?这样你就找对我了..哈哈。
PROPQUEST_SCENARIO_INC_000336,"Deliver this to Gothante, he is the Chairman of the History Society in Saint City.",到晨光的历史协会，找一个叫做扎森特的人之后，把这个交给他。
PROPQUEST_SCENARIO_INC_000338,Chapter 1 The Field of Bubble,第一章 波卜尔的平原 < 波卜尔的平原>
PROPQUEST_SCENARIO_INC_000339,Hmm? Did Gothante tell you to visit me? Why?,嗯？是扎森特叫你来见我的吗？为什么？
PROPQUEST_SCENARIO_INC_000340,"Oh, I see. Iblis watch over me, what is this information!? Who could have dug up this much of the past? Only one person?",嗯，是高潭提拉的签名没有错。啊..!这个是!!
PROPQUEST_SCENARIO_INC_000341,Martinyc of course. She has finally done what we all knew she would. She does not fear death like she should. The young are too fearless these days.,这..这是玛缇雅克，这个人终于闯祸了。他以为他有几条命啊!!
PROPQUEST_SCENARIO_INC_000342,Aw well we all knew that the true history of Madrigal would be discovered eventually. And we all knew that Martinyc would be the one to uncover it.,可是，这才是杰作啦!瑞加终于要露出它的真相了。
PROPQUEST_SCENARIO_INC_000343,By the way... Are you going to continue with this?,好!这个就这样吧!你还要继续做下去吗?
PROPQUEST_SCENARIO_INC_000344,Good. We will go to the Field of Bubble. There is more evidence to be found there. Hurry.,好吧，你知道波卜尔的平原吧?我看了这些之后才想到的，你到那边的话，或许可以找到一些线索..快去吧!
PROPQUEST_SCENARIO_INC_000345,"What? No, you cannot stop now. You have come so far.",你这个人不能在这里放弃啦!你已经变成这件事情的关键人物了..再仔细的考虑一下吧。
PROPQUEST_SCENARIO_INC_000346,Ahhh you are here finally. Give me the data and letter of recommendation.,现在才到啊?可能我太早来了，先把资料跟推荐书拿来给我看一下。
PROPQUEST_SCENARIO_INC_000347,This place is very strange... Hmm... Field of Bubble... What do you think about it?,这地方很奇怪……嗯……波卜尔平原……你怎么看？
PROPQUEST_SCENARIO_INC_000348,"You know the Field of Bubble, right? I think we can find some evidence there. Lets go! Hurry up!",你知道波卜尔的平原吧?我看了这些之后才想到的，你到那边的话，或许可以找到一些线索..快去吧!
PROPQUEST_SCENARIO_INC_000350,Chapter 1: Field of Bubble: The Strange Pattern,第一章 波卜尔的平原 <诡异的纹样>
PROPQUEST_SCENARIO_INC_000351,Before you showed up I took a look around and found something strange to the North. The ground was dug up and...,你出现之前我转了一圈，发现北边有点不对劲。地面被人翻过了，而且……
PROPQUEST_SCENARIO_INC_000352,...it looked like some kind of pattern. I could get a close look at it because it was surrounded .,……看起来像是某种图案。我能凑近观察，因为它被包围着……
PROPQUEST_SCENARIO_INC_000353,Strange fellows were hanging around there. I think they were defending something. There was no way I could have fought them off.,因为有一些很奇怪的家伙在那边徘徊，我又不会打架..所以没有仔细的看到啦。
PROPQUEST_SCENARIO_INC_000354,Would you check? I am sure they are no match for you.,你要不要去试试看啊?我想如果是你的话，应该可以对付他们。
PROPQUEST_SCENARIO_INC_000355,Great! I am sure that there is something to that pattern. Check it closely and bring me what you find.,好，我觉得啊，仔细的看看那个纹样的话，应该会看到什么线索，仔细的观察之后，如果有看到什么东西的话，一定要拿过来给我啊。
PROPQUEST_SCENARIO_INC_000356,Are you really ready to give up? I cannot force you but think about the future.,真的要在这里放弃吗?如果你想放弃的话，我也没办法了..只担心你的前途啦..哎..
PROPQUEST_SCENARIO_INC_000357,Oh! This! The legend is... Martinyc was right! Oh... What should we do now... Iblis watch over me!,啊！这是！这是那传说中的...原来玛缇雅克说的都是真的！
PROPQUEST_SCENARIO_INC_000358,Were those fellows too strong for you? Bring more people with you and continue checking. I am not strong enough to help you with them.,他们果然不是好对付的啊..连你都打不过他们，你要不要去组剧团试试啊?
PROPQUEST_SCENARIO_INC_000359,I am sure we can find out something by checking the pattern. Please check it carefully and bring me whatever you get.,仔细的看看那个纹样的话，应该会看到什么线索，仔细的观察之后，如果有看到什么东西的话，一定要拿过来。
PROPQUEST_SCENARIO_INC_000361,Chapter 1: Field of Bubble: The Violet Magician Troupe,第一章 波卜尔的平原 <紫色的魔法团>
PROPQUEST_SCENARIO_INC_000362,Hmm... I checked the cloth piece you brought me. It seems like the pattern on the cloth piece is the same as the one I saw on the ground.,嗯……我检查了你带给我的布片。看起来布片上的图案和我在地上看到的一样。
PROPQUEST_SCENARIO_INC_000363,"However, there is a mystrious power in this cloth piece. I will check it out some more. By the way, have you ever heard of the Magic Troupe in Purple? I found out about them by chance.",我发现这个布条里面，有一种魔法的力量，再调查一下的话，应该就会知道这是什么了。我刚刚研究的时候突然想到..有一个叫做<紫色的魔法团>..
PROPQUEST_SCENARIO_INC_000364,"I do not know the details, but I know that this group has something to do with the secrets of Madrigal.",你有听说过吗?我猜他们应该跟瑞加大陆的历史有关连性。
PROPQUEST_SCENARIO_INC_000365,I think we need more information about this Troupe. How about helping me once more? Would you do that for me?,我要查一下这个魔法团，既然你都来到这里了，可以帮我调查一下吗?
PROPQUEST_SCENARIO_INC_000366,Great! Please gather information about the Troupe and its members. You will have to fight them to get any information out of them.,好，你去帮我查一下他们的动机，我想你去猎杀他们，应该就会知道了。我先回到达肯，你到达肯来找我吧。
PROPQUEST_SCENARIO_INC_000367,You are afraid of them? I can hardly believe that. Ha ha ha.,觉得他们很恐怖所以没办法帮我啊?你真的太懦弱了吧!!这样怎么能够生存在社会上呢..哎呀..
PROPQUEST_SCENARIO_INC_000368,Hmm... That was exactly what I thought... Now go back and take a rest. But please visit me again later. Thank you very much.,嗯……我就是这么想的……现在回去休息一下。但请等下再来找我。非常感谢。
PROPQUEST_SCENARIO_INC_000369,Was it too much for you? Ah...but we need information about them.,有点麻烦吗?可是我觉得没有一些关于他们的东西的话，我怕很难追查下去呀..
PROPQUEST_SCENARIO_INC_000370,Fight them to get information from them. I will meet you in Darken.,去帮我查一下他们的动机，我想你去猎杀他们，应该就会知道了。我先回到达肯，你到达肯来找我吧。
PROPQUEST_SCENARIO_INC_000372,Chapter 2 Hill of Shade,第二章 谢德莉丘岭 <谢德莉丘岭>
PROPQUEST_SCENARIO_INC_000373,Hey! Great timing! I have just found out about something very interesting.,你来了啊..来的正好，我有了新发现，是一个很有趣的事情呢~你问我是什么东西啊?你来看看..
PROPQUEST_SCENARIO_INC_000374,"Do you know what this is? Well, I am sure you do not but I will tell you.",就是这个..你上次拿给我的布条，还记得吧?
PROPQUEST_SCENARIO_INC_000375,This is an entire picture of the pattern we found. I found it in one of my books but it was the only picture I could find.,那个布条上的完整图片啦..我查看古代书籍的时候发现的，可是只有图片呢..
PROPQUEST_SCENARIO_INC_000376,I need your help once again. Would you do ma a favor?,我可能要再仔细的调查一下，当然需要你的帮忙，可以帮我吧?
PROPQUEST_SCENARIO_INC_000377,Take this picture. Please deliver it to Rovanett in the National Library in Saint City. You can find her at Saint Hall.,嗯，拿着这个图片，到晨光之后把这个交给在图书馆工作的鲁巴迦丽，在晨光圣教堂附近可以找到他。
PROPQUEST_SCENARIO_INC_000378,Hey we are in this together. We are all in the same boat. You would do better to help me You know that.,喂~帮我一下啦，反正我们都做在同一条船上了不是吗?
PROPQUEST_SCENARIO_INC_000379,Hmm... Is this what Hachal said? Good job. Thank you very much. Let me check.,嗯……哈查尔是这么说的吗？做得好。非常感谢。我查一下。
PROPQUEST_SCENARIO_INC_000380,History is always more interesting than current events but this is especially mysterious.,古代记录比现在的历史还要有趣，又神秘又有很多的疑惑。但是，对我来说，这个实在是太有趣了。
PROPQUEST_SCENARIO_INC_000381,Here. Take this picture. Please deliver it to Rovanett who is working in the National Library in Saint City. You can find her in Saint Hall.,拿好这个图片，晨光之后把这个交给在图书馆工作的鲁巴迦丽，在晨光圣教堂附近可以找到他。
PROPQUEST_SCENARIO_INC_000383,Chapter 2 Hill of Shade: The Great Troupe Leader.,第二章 谢德莉丘岭 <大团长豋场>
PROPQUEST_SCENARIO_INC_000384,Oh your story about the pattern reminds me of something I read in one of the ancient texts.,啊，听完这个纹样的事情之后想到了一件事情。是我在以前研究古代文书的时候发现的。
PROPQUEST_SCENARIO_INC_000385,Do you know the Hill of Shade? I found it in one of my books but have only dared to venture there once.,你知道<谢德莉丘岭>吗?突然想到，我在之前研究古代文书时，发现的一个地方，后来我去过那边。
PROPQUEST_SCENARIO_INC_000386,There is a pattern similar to the one that you saw in the Field of Bubble. Or maybe it was exactly the same. If those two patterns are the same...,有一种类似于你在波卜尔平原中看到的纹样。或者可能是完全一样的。如果这两种是一样的……
PROPQUEST_SCENARIO_INC_000387,...maybe you can also find a cloth piece over there. Would you please go and check?,...也许您也可以在那里找到一块诡异的布料。您能去看看吗？
PROPQUEST_SCENARIO_INC_000388,Thank you. Please check around for the pattern in the Hill of Shade. Oh! Please be careful because there is something very fierce over there!,谢谢你，请帮我去调查一下谢德莉丘岭的纹样，那边有很多很恐怖的怪物，所以要小心喔。
PROPQUEST_SCENARIO_INC_000389,I understand but if you ever get the chance would you please check?,好，我知道了，希望以后你可以去调查看看，真的是很重要的。
PROPQUEST_SCENARIO_INC_000390,"Iblis above, you look terrible. I appreciate your hard work. You did exceptional work. Let me compare the two cloth pieces.",嗯..你的样子怎么搞成这样了，辛苦你了!!我来跟之前的布条一起调查看看好了。
PROPQUEST_SCENARIO_INC_000391,Maybe the monster I mentioned earlier was too much for you to handle? You can try again if you wish or not up to you.,那么恐怖的东西..我想你一个人应该很难对付的，我相应该要..
PROPQUEST_SCENARIO_INC_000392,Please check around for the pattern in the Hill of Shade. Oh! Please be careful because there is something very fierce over there!,请帮我去调查一下谢德莉丘岭的纹样，那边有很多很恐怖的怪物，所以要小心喔。
PROPQUEST_SCENARIO_INC_000394,Chapter 2 Hill of Shade: History of Hardship,第二章 谢德莉丘岭 <苦难的历史>
PROPQUEST_SCENARIO_INC_000395,I finished checking the data that Hachal provided. Please deliver this to Hachal.,我已经检查过哈查尔提供的资料了。把这个带给他吧。
PROPQUEST_SCENARIO_INC_000396,I hope you will continue to be as lucky as you have been.,祝你一路顺风~
PROPQUEST_SCENARIO_INC_000397,If not you then who? No one can take this job!,…真的没办法帮我转达给他吗?
PROPQUEST_SCENARIO_INC_000398,Hmm... History of Hardship. So did he give this to you? Excellent. If he says this will be useful then I am sure it will.,嗯……真是艰辛的历史。他把这个给你了吗？太棒了。如果他说这将是有用的，那么我确信它会。
PROPQUEST_SCENARIO_INC_000399,See you later. Take care.,过几天再见吧!!
PROPQUEST_SCENARIO_INC_000400,Did Rovanett say anything? That makes no sense. Please visit her again. She must have something to say to you.,鲁巴迦丽没给你任何答案吗？不可能啊，请再去找她，她一定有些事要告诉你。
PROPQUEST_SCENARIO_INC_000401,I finished checking the data which Hachal requested. Please deliver this to Hachal.,哈查尔要我帮他调查的，我已经调查好了。你把这个交给哈查尔吧。
PROPQUEST_SCENARIO_INC_000403,Chapter 3 Purple Magician,第三章 紫色的魔法师
PROPQUEST_SCENARIO_INC_000404,Hey. It seems like the altar and Magic Troupe have something to do with...,嘿。看起来那座祭坛和魔法剧团，似乎跟……有什么关联……
PROPQUEST_SCENARIO_INC_000405,...the Purple Magician in this book. History of Hardship. Only it says that the Black Magician and the Magician in Purple are the same person. The same person that fought alongside the heroes in the Hero Wars. That does not make sense.,……这本书里写的是那位紫魔法师《苦难史》，可书上说，黑魔法师和紫魔法师根本就是同一个人。就是那个在英雄战争里与各位英雄并肩作战的人。这说不通啊。
PROPQUEST_SCENARIO_INC_000406,"It is something really unbelievable, but it is also something we should believe.",解救了这世界的黑暗魔法师是同一个人啊。真是很难相信的内容啊..可是又不能不信。
PROPQUEST_SCENARIO_INC_000407,I think this is the best I can do for now but I will never stop looking for the truth.,我可以调查的地方，可能只到这里了。但是我已经知道这个事实了，所以又不想在这里放弃。
PROPQUEST_SCENARIO_INC_000408,You! I want you to show this to someone. Can you do that right now?,你拿着这个帮我去找一个人，现在就可以帮我去找吗?
PROPQUEST_SCENARIO_INC_000409,Yes! Please deliver this to Gothante in Saint City. He is he head of the History Society.,是的，请把这个带给晨光的扎森特。他历史研究协会的负责人。
PROPQUEST_SCENARIO_INC_000410,I understand that you have other things to do. But this is very important. Come back soon.,你有其他急事啊..好吧，你先去忙好了，忙完了就要过来喔..因为这个也是很急的事情。
PROPQUEST_SCENARIO_INC_000411,Hey! Long time no see! Did you meet Hachal? What is this?,嘿！好久不见！你见过哈查尔了吗？这是什么？
PROPQUEST_SCENARIO_INC_000412,Oh... Bubble protect us! Is this true? Oh... Oh... This is too big to deal with alone.,哦……波卜尔保护了我们！这是真的吗？哦……哦……这事太重大了，一个人处理不了。
PROPQUEST_SCENARIO_INC_000413,"I am really glad to see you again, but did Hachal tell you to meet me? For what?",见到你很高兴，但是哈查尔说让你来见我了吗？是因为什么？
PROPQUEST_SCENARIO_INC_000414,Please deliver this to Gothante in Saint City.,请把这个带给晨光的扎森特。
PROPQUEST_SCENARIO_INC_000416,Chapter 3 Purple Magician: The Secret of the Altar,第三章 紫色的魔法师 <祭团的秘密>
PROPQUEST_SCENARIO_INC_000417,Hmm... I have some good theories but we are going to need more information about the altar and the Magic Troupe.,嗯……我有一些很好的理论，但我们需要更多关于祭坛和魔法团的信息。
PROPQUEST_SCENARIO_INC_000418,I think there is something in the altar. I have a strong feeling that we could find something there if we look closely enough.,我觉得祭团那边应该会有一些线索才对，仔细的去找找的话，或许会找的到吧。
PROPQUEST_SCENARIO_INC_000419,Listen. This is very important. Just stick with this until the end. Would you?,哎唷~~你到现在都一直帮我们了啊，所以这次也帮我一下吧。
PROPQUEST_SCENARIO_INC_000420,Please check the altar until you can find some evidence.,我刚刚也说过了，请你帮我去查一下紫色的剧团。不管去哪里都可以，只要帮我找到线索就好了。
PROPQUEST_SCENARIO_INC_000421,"What could be more important than this? Oh fine, just go.",除了这个还有其他更重要的事情吗?真是的..除了去厕所之外，应该没有比这个更重要的事情吧..
PROPQUEST_SCENARIO_INC_000422,Hmm... Everything is written in an ancient language. But we can translate it. Thanks.,嗯……一切都是用一种古文写成的。但我们可以翻译。谢谢。
PROPQUEST_SCENARIO_INC_000423,Please come back to me after the translation is over. Let me bring this book to the translator.,等我翻一好这本书之后再来找我吧，我要去把这本书交给翻译社了。
PROPQUEST_SCENARIO_INC_000424,"You can check all of the 3 altars, bring any evidence you find at any of them.",把3个祭团全部找一下也是可以啦，可是如果知道哪里会有线索的话，不需要多跑到其他地方了。
PROPQUEST_SCENARIO_INC_000425,Please check the altar until you find out something of importance.,请你帮我去查一下紫色的剧团。不管去哪里都可以，只要帮我找到线索就好了。
PROPQUEST_SCENARIO_INC_000427,Chapter 3 Purple Magician: A Mysterious Bead.,第三章 紫色的魔法师 <诡异的晶球>
PROPQUEST_SCENARIO_INC_000428,I have finished translating the book. The Purple Magician and the Black Magician are the same person! Just as Hachal said!,我已经翻译完这本书了，紫色魔法师和黑色魔法师是同一个人！正如哈查尔所说！
PROPQUEST_SCENARIO_INC_000429,It looks like the purple altar was made by the Magician in Purple for some kind of religious service.,可是，我发现了一件事情。那紫色的魔法师盖的紫色祭坛，好像是为了祭拜某个东西而盖的。
PROPQUEST_SCENARIO_INC_000430,It seems that they were attempting to transcend to a better existence but how?,用途是这样的啦。我觉得马特尼提特拿给我的这个布条上面形容着，它是一个超越能力的东西。
PROPQUEST_SCENARIO_INC_000431,"As always, I have a few good theories but I need more data. Always more data! I want answers now!",或许，那个超越能力的东西，就是祭拜对象。虽然还没有根据事实，所以啊..
PROPQUEST_SCENARIO_INC_000432,"Would you help me again? I can see the curiosity in your eyes, same as mine. Am I right?",可以在帮我一下吗?我看你应该也很想知道真实吧。
PROPQUEST_SCENARIO_INC_000433,Very well! Then please check the Field of Bubble and the Hill of Shade more carefully. I am really sure there is something over there!,好吧，你仔细的帮我去调查一下波卜尔的平原跟谢德莉丘岭。那边!!一定!!会有线索。
PROPQUEST_SCENARIO_INC_000434,"Fine, return to me when you get the time.",如果没有什么急事的话，先帮我处里这件事情好吗?
PROPQUEST_SCENARIO_INC_000435,Oh... What a strong magical power this bead has... Oh... What a surprise!,哦……这颗珠子是有多么强大的魔力啊……噢……太意外了！
PROPQUEST_SCENARIO_INC_000436,"Good job...But something like this is completely out of my range. Let me think for a moment. Yes, I have it!",做得好……但是这样的事情完全超出了我的能力范围。让我想一想。是的，我有了！
PROPQUEST_SCENARIO_INC_000437,Please deliver this to the Great Magician Laola in Darkon 3.,拿着这个到达肯3的艾音娜特去找大魔导士<拉宇>吧。
PROPQUEST_SCENARIO_INC_000438,I have a bad feeling about this. I have never been wrong about anything. I hope I am this time.,很难找吗?可是我真的觉得有啊，我的预感从来没错过~
PROPQUEST_SCENARIO_INC_000439,"Please, once more, check the Field of Bubble and the Hill of Shade. I am sure that there is more to be found!",仔细的帮我去调查一下波卜尔的平原跟谢德莉丘岭。那边!!一定!!会有线索。
PROPQUEST_SCENARIO_INC_000441,Chapter 3 Purple Magician: The Great Magician Laola,第三章 紫色的魔法师 <大魔导士 拉宇>
PROPQUEST_SCENARIO_INC_000442,"Oh, you are here finally. I cannot say that your arrival is entirely a surprise. I am Laola the Great Magician *cough* *cough*.",喔，你终于来了啊，我等你等很久了，我就是<拉宇>。
PROPQUEST_SCENARIO_INC_000443,"I can see in your face that you do not believe me. I guess, looking at myself, I do not look like such a Great Magician.",你不相信啊?也对啦，我这个样子..或许配不上大魔法师的称号啦。
PROPQUEST_SCENARIO_INC_000444,Magic always has a high cost and I used some terrible magic back then.,我之前练魔法的时候，学到了一个很奇怪的魔法..从那时候开始，我就要用这种样子生活到死为止，哈哈。
PROPQUEST_SCENARIO_INC_000445,"But never mind that, show me the bead you brought, I can feel its power from here.",不管怎样，你先把你拿来的东西给我看一下，是一个晶球对吧?
PROPQUEST_SCENARIO_INC_000446,"Yes, this is it. I have to check this first, so please come back to me in a minute.",对对~果然是这个东西..你等一下再来找我好吗?我要先观察一下这个东西。
PROPQUEST_SCENARIO_INC_000447,"*cough* *cough* Hey, do not be too greedy. Something that powerful could corrupt you to your core. *cough* *cough*",呵呵~年轻人..你好像对其他东西有兴趣喔~这样不太好呢..
PROPQUEST_SCENARIO_INC_000448,"Hmmm I did not know he could make something like this, but I cannot say that I am surprised.",原来..原来是这样啊..呼，真没有想到是这家伙..真没想到..
PROPQUEST_SCENARIO_INC_000449,"It is no secret why I am called the Great Magician. Though, I have learned that being a great magician, does not make you a great person. *cough*",你知道我为什么有大魔法师的称号吗?哈哈..因为啊..这是秘密..呵呵..
PROPQUEST_SCENARIO_INC_000450,"This is it. I have to check this first, so please come back to me in a minute.",对对~果然是这个东西..你等一下再来找我好吗?我要先观察一下这个东西。
PROPQUEST_SCENARIO_INC_000452,Chapter 3 Purple Magician: Identity of the Purple Magician,第三章 紫色的魔法师 <紫色魔法师的身份>
PROPQUEST_SCENARIO_INC_000453,"*cough* *cough* This bead, with all of its power, was crafted by the only pupil I ever had, Lapranche. *cough*",这个晶球是我的徒弟<拉普朗什>做的..
PROPQUEST_SCENARIO_INC_000454,She is the Black Magician. I was also the Black Magician at one point. We have often been confused for each other throughout history. *Sigh* It seems that Lapranche found out about them.,她是黑魔法师。我也曾经是黑魔法师。在整个历史中，我们经常彼此混淆。*唉* ，看来拉普朗什发现了他们的事。
PROPQUEST_SCENARIO_INC_000455,"You believe in them now right? If you are looking to me for answers about what they were, you are wasting your time. All I know is that they created all of Madrigal and that they were once agents of Rhisis.",你是想要知道关于他们的事情吗?嗯..可是我也不是很清楚..我知道的只有他们是被黎席斯神所创作出来的。
PROPQUEST_SCENARIO_INC_000456,"Yes Lapranche found out about them and attempted to bring them back to this world with the Purple Magic, the same magic that drained me of so much.",对，这家伙已经知道他是紫色的魔法，所以才对这个碰手的..我变成这个样子..也都是因为紫色的魔法而造成的..原来，所有的事情都是这样的。
PROPQUEST_SCENARIO_INC_000457,Do me a favor would you?,年轻人，我有一个事情想拜托你。
PROPQUEST_SCENARIO_INC_000459,You are afraid. I am not surprised. The world hangs in the balance. Who would not be scared? Go on. Get out of here.,嗯..连听都不听就拒绝我啊..嗯..你会害怕吗?呵呵呵。
PROPQUEST_SCENARIO_INC_000460,What a terrible... Where did they come from? Did you see them? Renegade Blades seemingly hired to kill me. It would appear that I know too much. What is that you have there?,太可怕了……他们打哪儿来的？你看见他们了？好像是「叛刃」那帮家伙受雇来取我性命的。看来我晓得太多秘密了。你那儿拿的是啥？
PROPQUEST_SCENARIO_INC_000461,"Oh, this! Is this the book that Laola wrote? Amazing",哇~这是拉宇写给我的吗?嗯..一看就知道是一个很贵重的东西了。
PROPQUEST_SCENARIO_INC_000462,"Fine. Now we can begin the real reconstruction of the history of our world. Thank you. Oh, I may need you later on. See you then.",好了，我可以拿这些东西来专心的研究了。感谢你啦~啊，我还是会请你过来一趟的，过几天再见~
PROPQUEST_SCENARIO_INC_000463,You could not find Loala? It is not like he is hiding or anything. Please try again.,见到拉宇了吗?哎呀~艾音娜特是满大的，但是，他应该不会躲起来啦，所以再去找一下吧!
PROPQUEST_SCENARIO_INC_000464,Please deliver this book to Gothante. This may not be enough to save the world but it should be useful. Thank you and good luck.,把这个东西拿去给扎森特。这是我对他们调查的一些事情，虽然不是很多的资料，可是，应该会有一点帮助啦。
PROPQUEST_SCENARIO_INC_000466,Chapter 4 Their Shadow,第四章 《他们的影子》
PROPQUEST_SCENARIO_INC_000467,"Oh, nice to see you again. I have found something based on the data you gave me. You know more than most about the Clowns at this point.",啊，你来了啊。我用你帮我找来的资料研究了下..你知道小丑吗?还是有听过他的事情吗?
PROPQUEST_SCENARIO_INC_000468,"People have been talking about them for some time now. They are known as three devils that created our continents on accident and are bent on destroying them. During the Hero War, they were said to stand against the heroes of our land.",一直以来，人们一直在谈论他们。 被称为三个恶魔的他们，在无意间创造了我们的大陆，然后又一心要摧毁它。 在英雄战争期间，据说他们与我们的英雄为敌。
PROPQUEST_SCENARIO_INC_000469,"Lapranche was there, at the end of the Hero War, she was made the slave of One of the three Clown Gods. Shade, Goddess of Evil. Shade, marrying her Godly presence to the great power of Laola, attempted to destroy Bubble, God of Good, while Iblis, God of Neutrality, watched unmoved. Bubble rallied the heroes of Madrigal and stood against Shade with the strongest army our world has ever know at her back.",拉普朗什当时在那儿——英雄战争最后，她被三大小丑神之一的『谢莉德』收作了奴隶。『谢莉德』这位邪恶女神，把自己的神力跟拉宇的强悍力量绑在一起，想灭掉善良神『波卜尔』；中立神『依普利』就在旁边看着，一动不动。『波卜尔』则聚集瑞加大陆的英雄，带着这世上从未有过的最强大军，跟『谢莉德』正面硬撼。
